HOG_ID	Node_labels	color	Functional_category	Functional_cat_code	Comprehensive_ID
HOG0011641	NA	gray	Other	2	Atha__AT4G21520
HOG0011642	NA	Green	Plastid	3	Atha__AT4G31850
HOG0011643	NA	gray	Other	2	Atha__AT4G15420
HOG0011644	NA	gray	Other	2	Atha__AT4G19140
HOG0011645	NA	gray	Other	2	Atha__AT4G02620
HOG0011646	NA	gray	Other	2	Atha__AT4G31150
HOG0011647	NA	gray	Other	2	Atha__AT4G08900
HOG0011651	NA	gray	Other	2	Atha__AT4G38690
HOG0011653	NA	gray	Other	2	Atha__AT4G01020, Atha__AT5G10370
HOG0011656	NA	red	Mitochondria	1	Atha__AT4G16450
HOG0011658	NA	gray	Other	2	Atha__AT4G11640
HOG0011661	NA	gray	Other	2	Atha__AT4G34430
HOG0011663	NA	Green	Plastid	3	Atha__AT4G30825
HOG0011665	NA	gray	Other	2	Atha__AT4G16110, Atha__AT3G16857
HOG0011666	NA	gray	Other	2	Atha__AT4G32190
HOG0011669	NA	gray	Other	2	Atha__AT4G25540
HOG0011673	NA	red	Mitochondria	1	Atha__AT3G26770, Atha__AT3G26760, Atha__AT4G03140
HOG0011674	NA	red	Mitochondria	1	Atha__AT4G26180
HOG0011675	NA	Green	Plastid	3	Atha__AT4G13200
HOG0011676	NA	gray	Other	2	Atha__AT4G17910
HOG0011677	NA	gray	Other	2	Atha__AT1G49405, Atha__AT4G37235, Atha__AT3G50810
HOG0011678	NA	gray	Other	2	Atha__AT4G18470
HOG0011679	NA	red	Mitochondria	1	Atha__AT4G35850
HOG0011680	NA	Green	Plastid	3	Atha__AT4G15820
HOG0011681	NA	Green	Plastid	3	Atha__AT4G33470
HOG0011682	NA	gray	Other	2	Atha__AT4G21220, Atha__AT4G05210
HOG0011683	NA	gray	Other	2	Atha__AT4G17740
HOG0011684	NA	gray	Other	2	Atha__AT4G00020, Atha__AT5G01630
HOG0011685	NA	gray	Other	2	Atha__AT4G30860
HOG0011686	NA	gray	Other	2	Atha__AT4G36760
HOG0011687	NA	gray	Other	2	Atha__AT4G15950
HOG0011689	NA	gray	Other	2	Atha__AT4G15475
HOG0011690	NA	gray	Other	2	Atha__AT4G02030
HOG0011692	NA	gray	Other	2	Atha__AT4G17100
HOG0011693	NA	gray	Other	2	Atha__AT4G00140, Atha__AT1G73440
HOG0011694	NA	gray	Other	2	Atha__AT4G38240
HOG0011696	NA	gray	Other	2	Atha__AT4G17760
HOG0011697	NA	red	Mitochondria	1	Atha__AT4G12130
HOG0011699	NA	gray	Other	2	Atha__AT4G21530
HOG0011700	NA	gray	Other	2	Atha__AT4G27120
HOG0011701	NA	gray	Other	2	Atha__AT4G02800
HOG0011705	NA	gray	Other	2	Atha__AT4G36980
HOG0011708	NA	red	Mitochondria	1	Atha__AT4G32605
HOG0011709	NA	gray	Other	2	Atha__AT4G24840
HOG0011713	NA	gray	Other	2	Atha__AT4G17510
HOG0011717	NA	gray	Other	2	Atha__AT4G10170, Atha__AT1G33475
HOG0011719	NA	gray	Other	2	Atha__AT4G25720
HOG0011720	NA	red	Mitochondria	1	Atha__AT4G20090
HOG0011721	NA	gray	Other	2	Atha__AT4G24880
HOG0011724	NA	gray	Other	2	Atha__AT4G32910
HOG0011725	NA	gray	Other	2	Atha__AT4G09140
HOG0011726	NA	red	Mitochondria	1	Atha__AT4G11120
HOG0011727	NA	gray	Other	2	Atha__AT4G30990
HOG0011730	NA	red	Mitochondria	1	Atha__AT4G23620
HOG0011731	NA	gray	Other	2	Atha__AT4G34140
HOG0011735	NA	Green	Plastid	3	Atha__AT4G34730
HOG0011737	NA	gray	Other	2	Atha__AT4G35930
HOG0011738	NA	gray	Other	2	Atha__AT4G21710
HOG0011741	NA	gray	Other	2	Atha__AT4G10180
HOG0011742	NA	red	Mitochondria	1	Atha__AT4G35490
HOG0011743	NA	gray	Other	2	Atha__AT4G37130
HOG0011745	NA	gray	Other	2	Atha__AT4G15470
HOG0011747	NA	gray	Other	2	Atha__AT4G39370
HOG0011748	NA	gray	Other	2	Atha__AT4G13970
HOG0011750	NA	gray	Other	2	Atha__AT4G24710
HOG0011752	NA	Green	Plastid	3	Atha__AT4G17560, Atha__AT5G47190
HOG0011753	NA	red	Mitochondria	1	Atha__AT4G17650
HOG0011754	NA	gray	Other	2	Atha__AT4G02680
HOG0011755	NA	red	Mitochondria	1	Atha__AT4G03115
HOG0011756	NA	gray	Other	2	Atha__AT4G10260
HOG0011757	NA	Green	Plastid	3	Atha__AT4G04930
HOG0011758	NA	gray	Other	2	Atha__AT4G20325
HOG0011759	NA	gray	Other	2	Atha__AT4G01790
HOG0011761	NA	red	Mitochondria	1	Atha__AT4G24160
HOG0011763	NA	Green	Plastid	3	Atha__AT4G00630, Atha__AT1G01790
HOG0011764	NA	gray	Other	2	Atha__AT4G12740
HOG0011765	NA	gray	Other	2	Atha__AT4G16566
HOG0011766	NA	Green	Plastid	3	Atha__AT1G57770
HOG0011767	NA	Green	Plastid	3	Atha__AT1G78930
HOG0011769	NA	gray	Other	2	Atha__AT1G52380, Atha__AT3G15970
HOG0011770	NA	gray	Other	2	Atha__AT1G50510
HOG0011772	NA	gray	Other	2	Atha__AT1G25260
HOG0011773	NA	red	Mitochondria	1	Atha__AT1G73940
HOG0011774	NA	gray	Other	2	Atha__AT1G44900
HOG0011775	NA	gray	Other	2	Atha__AT1G71300, Atha__AT1G71270
HOG0011776	NA	gray	Other	2	Atha__AT1G72980, Atha__AT3G13850
HOG0011778	NA	gray	Other	2	Atha__AT1G03905, Atha__AT5G44110
HOG0011782	NA	red	Mitochondria	1	Atha__AT1G19520
HOG0011784	NA	gray	Other	2	Atha__AT1G11545
HOG0011785	NA	gray	Other	2	Atha__AT1G02080
HOG0011787	NA	Green	Plastid	3	Atha__AT1G80190
HOG0011789	NA	Green	Plastid	3	Atha__AT1G68010
HOG0011791	NA	gray	Other	2	Atha__AT1G60230
HOG0011794	NA	red	Mitochondria	1	Atha__AT1G08480
HOG0011796	NA	Green	Plastid	3	Atha__AT1G03510
HOG0011799	NA	gray	Other	2	Atha__AT1G80500
HOG0011801	NA	gray	Other	2	Atha__AT1G64640
HOG0011804	NA	Green	Plastid	3	Atha__AT1G19740, Atha__AT1G75460
HOG0011806	NA	gray	Other	2	Atha__AT1G10930, Atha__AT1G60930
HOG0011807	NA	gray	Other	2	Atha__AT1G60200
HOG0011810	NA	Green	Plastid	3	Atha__AT1G01090
HOG0011812	NA	gray	Other	2	Atha__AT1G06500
HOG0011813	NA	gray	Other	2	Atha__AT1G59820
HOG0011814	NA	gray	Other	2	Atha__AT1G21651
HOG0011817	NA	gray	Other	2	Atha__AT1G02100
HOG0011818	NA	gray	Other	2	Atha__AT1G50120
HOG0011820	NA	gray	Other	2	Atha__AT1G16210
HOG0011822	NA	gray	Other	2	Atha__AT1G06143
HOG0011823	NA	gray	Other	2	Atha__AT1G34580
HOG0011824	NA	gray	Other	2	Atha__AT1G59540
HOG0011830	NA	red	Mitochondria	1	Atha__AT1G71420
HOG0011831	NA	gray	Other	2	Atha__AT1G63160
HOG0011832	NA	gray	Other	2	Atha__AT1G34630
HOG0011834	NA	gray	Other	2	Atha__AT1G79420
HOG0011835	NA	gray	Other	2	Atha__AT1G11870
HOG0011837	NA	gray	Other	2	Atha__AT1G48170
HOG0011838	NA	red	Mitochondria	1	Atha__AT1G47640
HOG0011839	NA	gray	Other	2	Atha__AT1G16040
HOG0011841	NA	Green	Plastid	3	Atha__AT1G03160
HOG0011844	NA	Green	Plastid	3	Atha__AT1G02150
HOG0011845	NA	gray	Other	2	Atha__AT1G25460, Atha__AT1G68540
HOG0011846	NA	gray	Other	2	Atha__AT1G51720
HOG0011847	NA	gray	Other	2	Atha__AT1G77470
HOG0011849	NA	Green	Plastid	3	Atha__AT1G32550
HOG0011850	NA	gray	Other	2	Atha__AT1G22940
HOG0011851	NA	Green	Plastid	3	Atha__AT1G79050
HOG0011853	NA	gray	Other	2	Atha__AT1G27150, Atha__AT1G27110
HOG0011855	NA	Green	Plastid	3	Atha__AT1G06690
HOG0011858	NA	Green	Plastid	3	Atha__AT1G07040
HOG0011859	NA	gray	Other	2	Atha__AT1G72990
HOG0011862	NA	gray	Other	2	Atha__AT1G64550
HOG0011864	NA	Green	Plastid	3	Atha__AT1G65070
HOG0011867	NA	Green	Plastid	3	Atha__AT1G63970
HOG0011868	NA	Green	Plastid	3	Atha__AT1G31500, Atha__AT1G31530
HOG0011869	NA	Green	Plastid	3	Atha__AT1G15820
HOG0011870	NA	Green	Plastid	3	Atha__AT1G18730
HOG0011871	NA	Green	Plastid	3	Atha__AT1G11840
HOG0011872	NA	red	Mitochondria	1	Atha__AT1G14140
HOG0011875	NA	Green	Plastid	3	Atha__AT1G04420
HOG0011878	NA	gray	Other	2	Atha__AT1G11860
HOG0011879	NA	Green	Plastid	3	Atha__AT1G49510
HOG0011880	NA	gray	Other	2	Atha__AT1G24460
HOG0011883	NA	gray	Other	2	Atha__AT1G76260, Atha__AT1G20540
HOG0011884	NA	gray	Other	2	Atha__AT1G36980
HOG0011885	NA	gray	Other	2	Atha__AT1G48960
HOG0011886	NA	gray	Other	2	Atha__AT1G01280
HOG0011887	NA	gray	Other	2	Atha__AT1G44350
HOG0011888	NA	gray	Other	2	Atha__AT1G15200
HOG0011890	NA	gray	Other	2	Atha__AT1G06560
HOG0011894	NA	red	Mitochondria	1	Atha__AT1G49670
HOG0011897	NA	gray	Other	2	Atha__AT1G53200
HOG0011898	NA	Green	Plastid	3	Atha__AT1G34430
HOG0011900	NA	gray	Other	2	Atha__AT1G67180
HOG0011901	NA	gray	Other	2	Atha__AT1G08710
HOG0011902	NA	gray	Other	2	Atha__AT1G11915
HOG0011903	NA	Green	Plastid	3	Atha__AT1G19690
HOG0011904	NA	gray	Other	2	Atha__AT1G11400
HOG0011905	NA	red	Mitochondria	1	Atha__AT1G16740
HOG0011906	NA	gray	Other	2	Atha__AT1G69340
HOG0011907	NA	gray	Other	2	Atha__AT1G12730, Atha__AT1G63110
HOG0011911	NA	Green	Plastid	3	Atha__AT1G75350
HOG0011912	NA	Green	Plastid	3	Atha__AT1G16445
HOG0011914	NA	Green	Plastid	3	Atha__AT1G68890
HOG0011915	NA	gray	Other	2	Atha__AT1G73240
HOG0011917	NA	gray	Other	2	Atha__AT1G14780
HOG0011918	NA	gray	Other	2	Atha__AT1G73180
HOG0011919	NA	gray	Other	2	Atha__AT1G29120
HOG0011921	NA	Green	Plastid	3	Atha__AT1G18640
HOG0011923	NA	Green	Plastid	3	Atha__AT1G74880
HOG0011924	NA	red	Mitochondria	1	Atha__AT1G55860, Atha__AT1G70320
HOG0011925	NA	gray	Other	2	Atha__AT1G52930, Atha__AT3G15460
HOG0011926	NA	gray	Other	2	Atha__AT1G16020, Atha__AT1G80910
HOG0011927	NA	Green	Plastid	3	Atha__AT1G32220
HOG0011930	NA	gray	Other	2	Atha__AT1G55870
HOG0011931	NA	gray	Other	2	Atha__AT1G09150
HOG0011932	NA	Green	Plastid	3	Atha__AT1G01860
HOG0011933	NA	red	Mitochondria	1	Atha__AT1G64600
HOG0011934	NA	red	Mitochondria	1	Atha__AT1G30825
HOG0011935	NA	Green	Plastid	3	Atha__AT1G03310
HOG0011936	NA	red	Mitochondria	1	Atha__AT1G71210
HOG0011937	NA	gray	Other	2	Atha__AT1G80360
HOG0011939	NA	gray	Other	2	Atha__AT1G01910
HOG0011940	NA	gray	Other	2	Atha__AT1G17690
HOG0011941	NA	Green	Plastid	3	Atha__AT1G51170, Atha__AT3G20830
HOG0011942	NA	Green	Plastid	3	Atha__AT1G51730
HOG0011943	NA	gray	Other	2	Atha__AT1G77680
HOG0011944	NA	gray	Other	2	Atha__AT1G72420, Atha__AT1G17350
HOG0011945	NA	gray	Other	2	Atha__AT1G47845, Atha__AT1G47840
HOG0011946	NA	gray	Other	2	Atha__AT1G60800
HOG0011947	NA	Green	Plastid	3	Atha__AT1G73170
HOG0011948	NA	gray	Other	2	Atha__AT1G29950
HOG0011949	NA	gray	Other	2	Atha__AT1G11760
HOG0011954	NA	gray	Other	2	Atha__AT1G66510
HOG0011958	NA	Green	Plastid	3	Atha__AT1G59990
HOG0011959	NA	gray	Other	2	Atha__AT1G19750, Atha__AT1G27840
HOG0011960	NA	gray	Other	2	Atha__AT1G74700
HOG0011961	NA	gray	Other	2	Atha__AT1G29220
HOG0011962	NA	red	Mitochondria	1	Atha__AT1G74750, Atha__AT1G18900
HOG0011963	NA	gray	Other	2	Atha__AT1G18335
HOG0011965	NA	gray	Other	2	Atha__AT1G79150
HOG0011966	NA	gray	Other	2	Atha__AT1G59760
HOG0011967	NA	gray	Other	2	Atha__AT1G11660
HOG0011968	NA	gray	Other	2	Atha__AT1G29940
HOG0011969	NA	gray	Other	2	Atha__AT1G15420
HOG0011970	NA	gray	Other	2	Atha__AT1G78920, Atha__AT1G16780
HOG0011972	NA	Green	Plastid	3	Atha__AT1G77090
HOG0011976	NA	gray	Other	2	Atha__AT1G27060
HOG0011978	NA	red	Mitochondria	1	Atha__AT1G64310
HOG0011983	NA	gray	Other	2	Atha__AT1G80170
HOG0011986	NA	gray	Other	2	Atha__AT1G16900
HOG0011988	NA	Green	Plastid	3	Atha__AT1G21065
HOG0011989	NA	gray	Other	2	Atha__AT1G43860
HOG0011990	NA	red	Mitochondria	1	Atha__AT1G63270
HOG0011993	NA	Green	Plastid	3	Atha__AT1G21350
HOG0011994	NA	red	Mitochondria	1	Atha__AT1G67460, Atha__AT1G67440
HOG0011995	NA	gray	Other	2	Atha__AT1G52980
HOG0011997	NA	gray	Other	2	Atha__AT1G25570
HOG0012004	NA	red	Mitochondria	1	Atha__AT1G21710
HOG0012008	NA	gray	Other	2	Atha__AT1G55350
HOG0012010	NA	gray	Other	2	Atha__AT1G78770
HOG0012012	NA	gray	Other	2	Atha__AT1G54440, Atha__AT5G35910
HOG0012020	NA	Green	Plastid	3	Atha__AT1G80770
HOG0012021	NA	gray	Other	2	Atha__AT1G73970
HOG0012022	NA	red	Mitochondria	1	Atha__AT1G06050
HOG0012025	NA	gray	Other	2	Atha__AT1G76990
HOG0012026	NA	Green	Plastid	3	Atha__AT1G80030
HOG0012028	NA	gray	Other	2	Atha__AT1G04210
HOG0012030	NA	gray	Other	2	Atha__AT1G35660
HOG0012031	NA	gray	Other	2	Atha__AT1G77300
HOG0012032	NA	Green	Plastid	3	Atha__AT1G11720
HOG0012033	NA	gray	Other	2	Atha__AT1G74850
HOG0012036	NA	gray	Other	2	Atha__AT1G60550
HOG0012037	NA	gray	Other	2	Atha__AT1G69680
HOG0012038	NA	gray	Other	2	Atha__AT1G56230
HOG0012039	NA	red	Mitochondria	1	Atha__AT1G67630
HOG0012042	NA	Green	Plastid	3	Atha__AT1G53720
HOG0012044	NA	Green	Plastid	3	Atha__AT1G29900
HOG0012045	NA	gray	Other	2	Atha__AT1G11880
HOG0012049	NA	gray	Other	2	Atha__AT1G33500
HOG0012050	NA	gray	Other	2	Atha__AT1G12330
HOG0012052	NA	gray	Other	2	Atha__AT1G71350
HOG0012053	NA	gray	Other	2	Atha__AT1G03000
HOG0012054	NA	Green	Plastid	3	Atha__AT1G68720
HOG0012055	NA	gray	Other	2	Atha__AT1G65560
HOG0012057	NA	Green	Plastid	3	Atha__AT1G21640
HOG0012058	NA	gray	Other	2	Atha__AT1G06110
HOG0012059	NA	gray	Other	2	Atha__AT1G49340
HOG0012060	NA	gray	Other	2	Atha__AT1G01880
HOG0012065	NA	gray	Other	2	Atha__AT1G64050
HOG0012066	NA	Green	Plastid	3	Atha__AT1G17850
HOG0012067	NA	red	Mitochondria	1	Atha__AT1G51610
HOG0012068	NA	gray	Other	2	Atha__AT1G55320
HOG0012071	NA	red	Mitochondria	1	Atha__AT1G09820
HOG0012072	NA	gray	Other	2	Atha__AT1G68850
HOG0012076	NA	gray	Other	2	Atha__AT1G58025
HOG0012078	NA	gray	Other	2	Atha__AT1G77220
HOG0012081	NA	gray	Other	2	Atha__AT1G79690
HOG0012082	NA	red	Mitochondria	1	Atha__AT1G54990
HOG0012083	NA	gray	Other	2	Atha__AT1G65270
HOG0012085	NA	gray	Other	2	Atha__AT1G61150
HOG0012086	NA	red	Mitochondria	1	Atha__AT1G79540
HOG0012087	NA	Green	Plastid	3	Atha__AT1G79040
HOG0012089	NA	gray	Other	2	Atha__AT1G71960
HOG0012090	NA	gray	Other	2	Atha__AT1G11580
HOG0012094	NA	Green	Plastid	3	Atha__AT1G63680
HOG0012095	NA	gray	Other	2	Atha__AT1G77320
HOG0012096	NA	Green	Plastid	3	Atha__AT1G70200
HOG0012097	NA	gray	Other	2	Atha__AT1G32090
HOG0012098	NA	gray	Other	2	Atha__AT1G75340
HOG0012099	NA	gray	Other	2	Atha__AT1G61720
HOG0012100	NA	Green	Plastid	3	Atha__AT1G12250
HOG0012101	NA	gray	Other	2	Atha__AT1G02680
HOG0012102	NA	Green	Plastid	3	Atha__AT1G28320
HOG0012105	NA	gray	Other	2	Atha__AT1G18070
HOG0012106	NA	Green	Plastid	3	Atha__AT1G03600
HOG0012107	NA	Green	Plastid	3	Atha__AT1G53280, Atha__AT3G14990
HOG0012112	NA	gray	Other	2	Atha__AT1G79985
HOG0012116	NA	Green	Plastid	3	Atha__AT1G08640
HOG0012117	NA	Green	Plastid	3	Atha__AT1G23360
HOG0012118	NA	Green	Plastid	3	Atha__AT1G54520
HOG0012120	NA	gray	Other	2	Atha__AT1G64520
HOG0012121	NA	gray	Other	2	Atha__AT1G51405
HOG0012122	NA	red	Mitochondria	1	Atha__AT1G07615
HOG0012123	NA	gray	Other	2	Atha__AT1G12530
HOG0012125	NA	gray	Other	2	Atha__AT1G15370
HOG0012127	NA	Green	Plastid	3	Atha__AT1G55670
HOG0012128	NA	Green	Plastid	3	Atha__AT1G71720
HOG0012129	NA	gray	Other	2	Atha__AT1G32410
HOG0012131	NA	gray	Other	2	Atha__AT1G33940, Atha__AT5G18700
HOG0012132	NA	gray	Other	2	Atha__AT3G07950
HOG0012134	NA	Green	Plastid	3	Atha__AT3G16000
HOG0012136	NA	gray	Other	2	Atha__AT3G21360
HOG0012137	NA	gray	Other	2	Atha__AT3G11964
HOG0012139	NA	gray	Other	2	Atha__AT3G54870
HOG0012141	NA	gray	Other	2	Atha__AT3G54940
HOG0012142	NA	Green	Plastid	3	Atha__AT3G17670
HOG0012146	NA	gray	Other	2	Atha__AT3G49890
HOG0012147	NA	gray	Other	2	Atha__AT3G10380
HOG0012150	NA	gray	Other	2	Atha__AT3G52090
HOG0012151	NA	gray	Other	2	Atha__AT3G10700
HOG0012152	NA	gray	Other	2	Atha__AT3G14890
HOG0012153	NA	Green	Plastid	3	Atha__AT3G25690
HOG0012154	NA	gray	Other	2	Atha__AT3G15380
HOG0012155	NA	gray	Other	2	Atha__AT3G09405, Atha__AT3G09410
HOG0012157	NA	red	Mitochondria	1	Atha__AT3G25440
HOG0012158	NA	gray	Other	2	Atha__AT3G54460
HOG0012159	NA	gray	Other	2	Atha__AT3G06290
HOG0012164	NA	red	Mitochondria	1	Atha__AT3G28700
HOG0012165	NA	gray	Other	2	Atha__AT3G09320
HOG0012166	NA	gray	Other	2	Atha__AT3G24520
HOG0012167	NA	gray	Other	2	Atha__AT3G27700
HOG0012169	NA	gray	Other	2	Atha__AT3G61440
HOG0012171	NA	gray	Other	2	Atha__AT3G62330
HOG0012172	NA	Green	Plastid	3	Atha__AT3G05350
HOG0012175	NA	gray	Other	2	Atha__AT3G12380
HOG0012176	NA	gray	Other	2	Atha__AT3G49600
HOG0012178	NA	gray	Other	2	Atha__AT3G10500, Atha__AT5G04410
HOG0012179	NA	gray	Other	2	Atha__AT3G10080
HOG0012184	NA	gray	Other	2	Atha__AT3G16730
HOG0012185	NA	Green	Plastid	3	Atha__AT3G27000
HOG0012186	NA	gray	Other	2	Atha__AT3G04970
HOG0012187	NA	red	Mitochondria	1	Atha__AT3G20240
HOG0012188	NA	Green	Plastid	3	Atha__AT3G02690
HOG0012193	NA	gray	Other	2	Atha__AT3G22590
HOG0012195	NA	gray	Other	2	Atha__AT3G19510, Atha__AT3G19530
HOG0012197	NA	Green	Plastid	3	Atha__AT3G15110
HOG0012201	NA	gray	Other	2	Atha__AT3G04560
HOG0012202	NA	gray	Other	2	Atha__AT3G09850
HOG0012203	NA	red	Mitochondria	1	Atha__AT3G53360
HOG0012205	NA	gray	Other	2	Atha__AT3G20070
HOG0012209	NA	gray	Other	2	Atha__AT3G47980, Atha__AT5G62720
HOG0012211	NA	gray	Other	2	Atha__AT3G07140
HOG0012214	NA	gray	Other	2	Atha__AT3G27280, Atha__AT5G40770
HOG0012215	NA	Green	Plastid	3	Atha__AT3G25860
HOG0012216	NA	gray	Other	2	Atha__AT3G24650
HOG0012218	NA	Green	Plastid	3	Atha__AT3G57050
HOG0012219	NA	gray	Other	2	Atha__AT3G57110, Atha__AT5G60370
HOG0012221	NA	gray	Other	2	Atha__AT3G24320
HOG0012222	NA	gray	Other	2	Atha__AT3G06420, Atha__AT3G15580
HOG0012223	NA	gray	Other	2	Atha__AT3G10200, Atha__AT5G04060
HOG0012224	NA	Green	Plastid	3	Atha__AT3G24590
HOG0012225	NA	red	Mitochondria	1	Atha__AT3G16010
HOG0012228	NA	gray	Other	2	Atha__AT3G45900
HOG0012229	NA	gray	Other	2	Atha__AT3G20790
HOG0012230	NA	gray	Other	2	Atha__AT3G42670, Atha__AT5G20420
HOG0012231	NA	Green	Plastid	3	Atha__AT3G48425
HOG0012232	NA	gray	Other	2	Atha__AT3G21640, Atha__AT3G52075
HOG0012233	NA	red	Mitochondria	1	Atha__AT3G16170
HOG0012234	NA	gray	Other	2	Atha__AT3G07930
HOG0012239	NA	gray	Other	2	Atha__AT3G24030
HOG0012240	NA	Green	Plastid	3	Atha__AT3G47470
HOG0012241	NA	gray	Other	2	Atha__AT3G55340
HOG0012242	NA	gray	Other	2	Atha__AT3G52210
HOG0012244	NA	gray	Other	2	Atha__AT3G05210
HOG0012246	NA	Green	Plastid	3	Atha__AT3G32940
HOG0012247	NA	gray	Other	2	Atha__AT3G22680
HOG0012248	NA	gray	Other	2	Atha__AT3G62370
HOG0012249	NA	gray	Other	2	Atha__AT3G63170
HOG0012251	NA	gray	Other	2	Atha__AT3G54660
HOG0012252	NA	gray	Other	2	Atha__AT3G44600
HOG0012253	NA	gray	Other	2	Atha__AT3G46960
HOG0012254	NA	gray	Other	2	Atha__AT3G20475
HOG0012256	NA	red	Mitochondria	1	Atha__AT3G15620
HOG0012258	NA	gray	Other	2	Atha__AT3G09085
HOG0012259	NA	Green	Plastid	3	Atha__AT3G45890
HOG0012260	NA	gray	Other	2	Atha__AT3G02220
HOG0012263	NA	gray	Other	2	Atha__AT3G49400
HOG0012264	NA	gray	Other	2	Atha__AT3G57910
HOG0012266	NA	gray	Other	2	Atha__AT3G55510
HOG0012267	NA	Green	Plastid	3	Atha__AT3G56940
HOG0012269	NA	Green	Plastid	3	Atha__AT3G54890
HOG0012270	NA	gray	Other	2	Atha__AT3G47830
HOG0012271	NA	gray	Other	2	Atha__AT3G58140
HOG0012272	NA	Green	Plastid	3	Atha__AT3G56830
HOG0012273	NA	gray	Other	2	Atha__AT3G45100
HOG0012275	NA	gray	Other	2	Atha__AT3G12760
HOG0012276	NA	Green	Plastid	3	Atha__AT3G19900
HOG0012277	NA	gray	Other	2	Atha__AT3G04480
HOG0012280	NA	Green	Plastid	3	Atha__AT3G56910
HOG0012282	NA	gray	Other	2	Atha__AT3G51130
HOG0012284	NA	gray	Other	2	Atha__AT3G04490
HOG0012285	NA	gray	Other	2	Atha__AT3G27120
HOG0012286	NA	gray	Other	2	Atha__AT3G53630
HOG0012287	NA	gray	Other	2	Atha__AT3G54480
HOG0012290	NA	gray	Other	2	Atha__AT3G53180
HOG0012291	NA	gray	Other	2	Atha__AT3G24315
HOG0012292	NA	gray	Other	2	Atha__AT3G22880
HOG0012293	NA	gray	Other	2	Atha__AT3G06470, Atha__AT3G06460
HOG0012294	NA	gray	Other	2	Atha__AT3G22950
HOG0012295	NA	gray	Other	2	Atha__AT3G03010, Atha__AT5G16870
HOG0012296	NA	gray	Other	2	Atha__AT3G05760
HOG0012297	NA	gray	Other	2	Atha__AT3G56570
HOG0012298	NA	gray	Other	2	Atha__AT3G10270, Atha__AT5G04130
HOG0012300	NA	gray	Other	2	Atha__AT3G05100
HOG0012301	NA	Green	Plastid	3	Atha__AT3G26730
HOG0012303	NA	gray	Other	2	Atha__AT3G20430
HOG0012307	NA	gray	Other	2	Atha__AT3G01435
HOG0012310	NA	gray	Other	2	Atha__AT3G48470
HOG0012312	NA	gray	Other	2	Atha__AT3G16630
HOG0012313	NA	gray	Other	2	Atha__AT3G26670
HOG0012314	NA	gray	Other	2	Atha__AT3G05410
HOG0012316	NA	gray	Other	2	Atha__AT3G26380
HOG0012318	NA	gray	Other	2	Atha__AT3G12030, Atha__AT5G06660
HOG0012320	NA	gray	Other	2	Atha__AT3G01810
HOG0012321	NA	Green	Plastid	3	Atha__AT3G03810
HOG0012322	NA	Green	Plastid	3	Atha__AT3G20230
HOG0012323	NA	gray	Other	2	Atha__AT3G05040
HOG0012325	NA	Green	Plastid	3	Atha__AT3G55800
HOG0012326	NA	gray	Other	2	Atha__AT3G05975
HOG0012327	NA	Green	Plastid	3	Atha__AT3G52180
HOG0012331	NA	Green	Plastid	3	Atha__AT3G25680
HOG0012332	NA	gray	Other	2	Atha__AT3G50920, Atha__AT5G66450
HOG0012334	NA	Green	Plastid	3	Atha__AT3G32930
HOG0012335	NA	gray	Other	2	Atha__AT3G62120
HOG0012336	NA	gray	Other	2	Atha__AT3G27550
HOG0012337	NA	Green	Plastid	3	Atha__AT3G08840
HOG0012338	NA	gray	Other	2	Atha__AT3G18730
HOG0012340	NA	Green	Plastid	3	Atha__AT3G06510
HOG0012341	NA	red	Mitochondria	1	Atha__AT3G52200
HOG0012344	NA	Green	Plastid	3	Atha__AT3G16760
HOG0012345	NA	red	Mitochondria	1	Atha__AT3G49730, Atha__AT5G65820
HOG0012346	NA	gray	Other	2	Atha__AT3G21720
HOG0012347	NA	gray	Other	2	Atha__AT3G51280
HOG0012348	NA	gray	Other	2	Atha__AT3G02700
HOG0012349	NA	gray	Other	2	Atha__AT3G04740
HOG0012351	NA	red	Mitochondria	1	Atha__AT3G44330
HOG0012352	NA	gray	Other	2	Atha__AT3G52390
HOG0012353	NA	gray	Other	2	Atha__AT3G03570
HOG0012354	NA	gray	Other	2	Atha__AT3G15120
HOG0012357	NA	red	Mitochondria	1	Atha__AT3G18020
HOG0012365	NA	gray	Other	2	Atha__AT5G56110
HOG0012367	NA	red	Mitochondria	1	Atha__AT5G08270, Atha__AT5G23200
HOG0012368	NA	Green	Plastid	3	Atha__AT5G63060
HOG0012369	NA	gray	Other	2	Atha__AT5G27680
HOG0012370	NA	gray	Other	2	Atha__AT5G15730
HOG0012371	NA	gray	Other	2	Atha__AT5G15170
HOG0012372	NA	gray	Other	2	Atha__AT5G47400
HOG0012374	NA	gray	Other	2	Atha__AT5G63810
HOG0012378	NA	gray	Other	2	Atha__AT5G10050, Atha__AT5G65205
HOG0012380	NA	gray	Other	2	Atha__AT5G07370, Atha__AT5G61760
HOG0012381	NA	gray	Other	2	Atha__AT5G44170
HOG0012382	NA	Green	Plastid	3	Atha__AT5G20300
HOG0012383	NA	gray	Other	2	Atha__AT5G40530
HOG0012384	NA	gray	Other	2	Atha__AT5G45290
HOG0012385	NA	gray	Other	2	Atha__AT5G63910
HOG0012386	NA	Green	Plastid	3	Atha__AT5G27290
HOG0012387	NA	gray	Other	2	Atha__AT5G39250
HOG0012390	NA	gray	Other	2	Atha__AT5G23040
